run_id,variant,env_id,seed,step,action,reward,done,note
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,0,E,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'move east to gather more information'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,1,E,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'move east to gather more information'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,2,E,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'move east to gather more information'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,3,E,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'move east to gather more information'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,4,S,-0.01,False,"belief={'layout': 'unknown, exploring', 'plan': 'move south to gather more information' | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,5,S,-0.01,False,"belief={'layout': 'unknown, exploring', 'plan': 'move south to gather more information' | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,6,W,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'move west to gather more information'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,7,W,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'move west to gather more information'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,8,W,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'move west to gather more information'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,9,W,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'move west to gather more information'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,10,W,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'move west to gather more information'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,11,E,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'test water mechanic by trying to enter | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by | EXPERIMENT"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,12,S,-0.01,False,"belief={'layout': 'unknown, exploring', 'plan': 'test water mechanic by trying to enter | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,13,S,-0.01,False,"belief={'layout': 'unknown, exploring', 'plan': 'test water mechanic by trying to enter | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,14,E,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'test water mechanic by trying to enter | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,15,E,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'test water mechanic by trying to enter | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,16,E,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'move east to test water mechanic'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,17,E,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'move east to test water mechanic'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,18,E,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'move east to test water mechanic'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,19,S,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'move south to test lava/water mechanic | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,20,S,-0.01,False,"belief={'layout': 'unknown, exploring', 'plan': 'move south to test lava/water mechanic | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,21,S,-0.01,False,"belief={'layout': 'unknown, exploring', 'plan': 'move south to test lava/water mechanic | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,22,W,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'move west to explore and find alternat | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,23,SW,-0.01,False,"belief={'layout': 'unknown, exploring', 'plan': 'test lava interaction'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by | EXPERIMENT"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,24,N,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'explore north'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,25,N,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'explore north'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,26,N,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'explore north'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,27,N,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'explore north'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,28,N,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'explore north'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,29,N,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'explore north'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,30,N,-0.01,False,"belief={'layout': 'unknown, exploring', 'plan': 'explore north'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,31,E,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'explore east'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,32,E,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'explore east'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,33,E,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'explore east'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,34,E,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'explore east'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,35,S,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'test lava'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by | EXPERIMENT"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,36,E,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'approach lava to test'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,37,E,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'approach lava to test'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,38,N,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'approach lava to test'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,39,E,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'approach lava to test'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,40,S,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'approach lava to test, moving south'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,41,S,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'approach lava to test, moving south'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,42,S,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'approach lava to test, moving south'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,43,S,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'approach lava to test, moving south'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,44,S,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'approach lava to test, moving south'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,45,S,-0.01,False,"belief={'layout': 'unknown, exploring', 'plan': 'approach lava to test, moving south'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,46,W,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'move west to explore and find a path a | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,47,W,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'test lava interaction'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by | EXPERIMENT"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,48,N,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'move north to explore'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,49,N,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'move north to explore'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,50,N,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'move north to explore'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,51,N,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'move north to explore'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,52,N,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'move north to explore'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,53,N,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'move north to explore'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,54,E,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'move east to explore'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
56e32a63,probe_mh,MiniHack-River-Narrow-v0,20,55,E,0.0,False,"belief={'layout': 'unknown, exploring', 'plan': 'move east to explore'} | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
