run_id,variant,game,seed,step,action,score,state,won,note
ca720dfb,probe_arc,complex_maze,5,0,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I believe the actions might be related to moving or changing the grid in some wa | EXPERIMENT
ca720dfb,probe_arc,complex_maze,5,1,ACTION2,0,GameState.NOT_FINISHED,False,mechanics=I believe the actions might change the grid by replacing or moving cells. The go
ca720dfb,probe_arc,complex_maze,5,2,ACTION3,0,GameState.NOT_FINISHED,False,mechanics=I believe the actions change the grid by replacing or moving cells. ACTION1 chan
ca720dfb,probe_arc,complex_maze,5,3,ACTION4,0,GameState.NOT_FINISHED,False,mechanics=I believe the actions change the grid by replacing or moving cells. ACTION1 chan
ca720dfb,probe_arc,complex_maze,5,4,ACTION5,0,GameState.NOT_FINISHED,False,mechanics=I believe the actions change the grid by replacing or moving cells. ACTION1 chan
ca720dfb,probe_arc,complex_maze,5,5,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=I believe the actions change the grid by replacing or moving cells. ACTION1 chan
ca720dfb,probe_arc,complex_maze,5,6,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=I believe the actions change the grid by replacing or moving cells. ACTION1 chan
ca720dfb,probe_arc,complex_maze,5,7,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=I believe the actions change the grid by replacing or moving cells in a specific | EXPERIMENT
ca720dfb,probe_arc,complex_maze,5,8,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I believe the actions change the grid by replacing or moving cells in a specific | EXPERIMENT
ca720dfb,probe_arc,complex_maze,5,9,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now believe the actions might be related to the creation or destruction of spe | EXPERIMENT
ca720dfb,probe_arc,complex_maze,5,10,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now believe the actions might be related to the manipulation of specific cell  | EXPERIMENT
ca720dfb,probe_arc,complex_maze,5,11,ACTION4,0,GameState.NOT_FINISHED,False,mechanics=I now believe the actions might be related to the manipulation of specific cell  | EXPERIMENT
ca720dfb,probe_arc,complex_maze,5,12,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now believe the actions might be related to the manipulation of specific cell  | EXPERIMENT
ca720dfb,probe_arc,complex_maze,5,13,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now believe the actions might be related to the manipulation of cell values ba | EXPERIMENT
ca720dfb,probe_arc,complex_maze,5,14,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=I now believe the actions might be related to the manipulation of cell values ba | EXPERIMENT
ca720dfb,probe_arc,complex_maze,5,15,ACTION1,0,GameState.NOT_FINISHED,False,"mechanics=I believe the actions are related to replacing or changing cell values, and the  | EXPERIMENT"
ca720dfb,probe_arc,complex_maze,5,16,ACTION1,0,GameState.NOT_FINISHED,False,"mechanics=I now believe the actions are related to shifting or rotating cell values, and t | EXPERIMENT"
ca720dfb,probe_arc,complex_maze,5,17,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now believe the actions are related to replacing or modifying cell values base | EXPERIMENT
ca720dfb,probe_arc,complex_maze,5,18,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now believe the actions are related to shifting or rotating sections of the gr | EXPERIMENT
ca720dfb,probe_arc,complex_maze,5,19,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now believe the actions are related to replacing or modifying specific cell va | EXPERIMENT
ca720dfb,probe_arc,complex_maze,5,20,ACTION6,0,GameState.NOT_FINISHED,False,"mechanics=The actions seem to be related to replacing or modifying specific cell values, a | EXPERIMENT"
ca720dfb,probe_arc,complex_maze,5,21,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to shifting or rotating groups of cel | EXPERIMENT
ca720dfb,probe_arc,complex_maze,5,22,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to replacing or modifying specifi | EXPERIMENT
ca720dfb,probe_arc,complex_maze,5,23,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to shifting or moving groups of c | EXPERIMENT
ca720dfb,probe_arc,complex_maze,5,24,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to transforming or replacing spec | EXPERIMENT
ca720dfb,probe_arc,complex_maze,5,25,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to shifting or rotating groups of | EXPERIMENT
ca720dfb,probe_arc,complex_maze,5,26,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to changing the values of cells i | EXPERIMENT
ca720dfb,probe_arc,complex_maze,5,27,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to changing the values of cells in a  | EXPERIMENT
ca720dfb,probe_arc,complex_maze,5,28,ACTION2,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to shifting or rotating groups of | EXPERIMENT
ca720dfb,probe_arc,complex_maze,5,29,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to replacing or modifying specifi | EXPERIMENT
ca720dfb,probe_arc,complex_maze,5,30,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to shifting or rotating specific  | EXPERIMENT
