run_id,variant,seed,step,command,reward,score,max_score,won,note
68fefbcb,probe51_tw,25,0,look,0.0,0,1,False,belief=I have just arrived and do not yet know the layout or t | capped=0
68fefbcb,probe51_tw,25,1,examine cuboid safe,0.0,0,1,False,"belief=I have a candy bar and a cuboid safe in the studio, my  | capped=1"
68fefbcb,probe51_tw,25,2,examine candy bar,0.0,0,1,False,"belief=I have a candy bar and a cuboid safe in the studio, my  | capped=2"
68fefbcb,probe51_tw,25,3,drop candy bar,0.0,0,1,False,"belief=I have a candy bar and a cuboid safe in the studio, my  | capped=3"
68fefbcb,probe51_tw,25,4,take candy bar,0.0,0,1,False,"belief=I have dropped the candy bar, my next step is to take i | capped=3"
68fefbcb,probe51_tw,25,5,go west,0.0,0,1,False,"belief=I have the candy bar, my next step is to explore a new  | capped=3"
68fefbcb,probe51_tw,25,6,go east,0.0,0,1,False,"belief=I have the candy bar, my next step is to explore the ea | capped=2"
68fefbcb,probe51_tw,25,7,go west,0.0,0,1,False,"belief=I have the candy bar, my next step is to go west to exp | capped=3"
68fefbcb,probe51_tw,25,8,take cuboid keycard from board,0.0,0,1,False,"belief=I have the candy bar and I'm in the shower, my next ste | capped=2"
68fefbcb,probe51_tw,25,9,examine board,0.0,0,1,False,"belief=I have the cuboid keycard and I'm in the shower, my nex | capped=2"
68fefbcb,probe51_tw,25,10,drop candy bar,0.0,0,1,False,"belief=I have the cuboid keycard and I'm in the shower, my nex | capped=3"
68fefbcb,probe51_tw,25,11,examine cuboid keycard,0.0,0,1,False,"belief=I have the cuboid keycard and I'm in the shower, my nex | capped=3"
68fefbcb,probe51_tw,25,12,examine gate,0.0,0,1,False,"belief=I have the cuboid keycard and I'm in the shower, my nex | capped=4"
68fefbcb,probe51_tw,25,13,examine mat,0.0,0,1,False,belief=I have the cuboid keycard and I'm in front of the omino | capped=5
68fefbcb,probe51_tw,25,14,go east,0.0,0,1,False,belief=I have the cuboid keycard and I'm in front of the showe | capped=6
68fefbcb,probe51_tw,25,15,unlock cuboid safe with cuboid keycard,1.0,1,1,True,belief=I have the cuboid keycard and I'm in front of the cuboi | capped=4
68fefbcb,probe51_tw,26,0,look,0.0,0,1,False,belief=I have just arrived and do not yet know the layout or t | capped=0
68fefbcb,probe51_tw,26,1,go north,0.0,0,1,False,belief=I have just arrived and do not yet know the layout or t | capped=1
68fefbcb,probe51_tw,26,2,go south,0.0,0,1,False,belief=I have just arrived and do not yet know the layout or t | capped=1
68fefbcb,probe51_tw,26,3,go south,0.0,0,1,False,belief=I am in a canteen and need to explore the surroundings. | capped=1
68fefbcb,probe51_tw,26,4,take type 0 key from shelf,0.0,0,1,False,belief=I am in the attic and need to explore the surroundings  | capped=1
68fefbcb,probe51_tw,26,5,unlock type 0 safe with type 0 key,0.0,0,1,False,belief=I am in the attic with a type 0 key and need to explore | capped=1
68fefbcb,probe51_tw,26,6,open type 0 safe,1.0,1,1,True,belief=I am in the attic with a type 0 key and an unlocked typ | capped=1
68fefbcb,probe51_tw,27,0,look,0.0,0,1,False,belief=I have just arrived and do not yet know the layout or t | capped=0
68fefbcb,probe51_tw,27,1,go east,0.0,0,1,False,"belief=I am in the attic and need to explore the surroundings, | capped=1"
68fefbcb,probe51_tw,27,2,examine non-euclidean passkey,0.0,0,1,False,belief=I am in the canteen and need to explore the surrounding | capped=1
68fefbcb,probe51_tw,27,3,examine non-euclidean chest,0.0,0,1,False,belief=I am in the canteen and need to explore the surrounding | capped=2
68fefbcb,probe51_tw,27,4,examine gate,0.0,0,1,False,belief=I am in the canteen and need to explore the surrounding | capped=3
68fefbcb,probe51_tw,27,5,open gate,0.0,0,1,False,belief=I am at a commanding gate and need to interact with it  | capped=4
68fefbcb,probe51_tw,27,6,open non-euclidean chest,0.0,0,1,False,"belief=I am at a gate that is now open, my next step is to exp | capped=4"
68fefbcb,probe51_tw,27,7,examine butterfly,0.0,0,1,False,belief=I have opened the non-euclidean chest and found a butte | capped=4
68fefbcb,probe51_tw,27,8,take butterfly from non-euclidean chest,0.0,0,1,False,"belief=I have a butterfly in front of me, my next step is to t | capped=5"
68fefbcb,probe51_tw,27,9,go north,0.0,0,1,False,belief=I have a butterfly and need to explore new areas or int | capped=5
68fefbcb,probe51_tw,27,10,go east,0.0,0,1,False,belief=I have a butterfly and need to explore new areas or int | capped=3
68fefbcb,probe51_tw,27,11,go west,0.0,0,1,False,belief=I have a butterfly and need to explore new areas or int | capped=2
68fefbcb,probe51_tw,27,12,go south,0.0,0,1,False,belief=I have a butterfly and need to explore new areas or int | capped=4
68fefbcb,probe51_tw,27,13,go north,0.0,0,1,False,belief=I have a butterfly and need to explore new areas or int | capped=5
68fefbcb,probe51_tw,27,14,go south,0.0,0,1,False,belief=I have a butterfly and need to explore new areas or int | capped=4
68fefbcb,probe51_tw,27,15,go west,0.0,0,1,False,belief=I have a butterfly and need to explore new areas or int | capped=6
68fefbcb,probe51_tw,27,16,examine trunk,0.0,0,1,False,belief=I have a butterfly and need to explore new areas or int | capped=3
68fefbcb,probe51_tw,27,17,drop butterfly,0.0,0,1,False,belief=I have a butterfly and need to explore new areas or int | capped=4
68fefbcb,probe51_tw,27,18,inventory,0.0,0,1,False,belief=I have dropped the butterfly and now I should interact  | capped=4
68fefbcb,probe51_tw,27,19,take butterfly,0.0,0,1,False,belief=I should explore new areas or interact with objects to  | capped=5
68fefbcb,probe51_tw,27,20,drop butterfly,0.0,0,1,False,"belief=I should explore new areas to raise the score, my next  | capped=5"
68fefbcb,probe51_tw,27,21,take butterfly,0.0,0,1,False,"belief=I should explore new areas to raise the score, my next  | capped=5"
68fefbcb,probe51_tw,27,22,examine butterfly,0.0,0,1,False,belief=I should explore new areas or interact with unique obje | capped=6
68fefbcb,probe51_tw,27,23,examine trunk,0.0,0,1,False,belief=I should try to move to a new location or interact with | capped=6 | STUCK
68fefbcb,probe51_tw,27,24,inventory,0.0,0,1,False,belief=I should try to interact with the trunk in a different  | capped=6 | STUCK
68fefbcb,probe51_tw,27,25,look,0.0,0,1,False,belief=I should try to interact with the environment in a diff | capped=6 | STUCK
68fefbcb,probe51_tw,27,26,drop butterfly,0.0,0,1,False,belief=I should try to move to a new location or interact with | capped=6 | STUCK
68fefbcb,probe51_tw,27,27,examine butterfly,0.0,0,1,False,"belief=I should try to move to a new location, my next step is | capped=6 | STUCK"
68fefbcb,probe51_tw,27,28,examine trunk,0.0,0,1,False,"belief=I should try to move to a new location, my next step is | capped=6 | STUCK"
68fefbcb,probe51_tw,27,29,go east,0.0,0,1,False,belief=I should try to interact with the trunk in a different  | capped=6 | STUCK
68fefbcb,probe51_tw,28,0,examine gateway,0.0,0,1,False,belief=I have just arrived and do not yet know the layout or t | capped=0
68fefbcb,probe51_tw,28,1,open gateway,0.0,0,1,False,"belief=I am in a bedroom with a gateway and a cd, my next step | capped=1"
68fefbcb,probe51_tw,28,2,examine cd,0.0,0,1,False,"belief=I am in a bedroom with a gateway and a cd, my next step | capped=1"
68fefbcb,probe51_tw,28,3,close gateway,0.0,0,1,False,"belief=I am in a bedroom with a gateway and a cd, my next step | capped=2"
68fefbcb,probe51_tw,28,4,take cd,0.0,0,1,False,"belief=I am in a bedroom with a gateway and a cd, my next step | capped=2"
68fefbcb,probe51_tw,28,5,drop cd,0.0,0,1,False,"belief=I am in a bedroom with a gateway and a cd, my next step | capped=2"
68fefbcb,probe51_tw,28,6,go west,0.0,0,1,False,belief=I am in a bedroom with a gateway and a cd on the ground | capped=2
68fefbcb,probe51_tw,28,7,examine shelf,0.0,0,1,False,"belief=I am in a laundromat with a shelf, a stick of butter, a | capped=0"
68fefbcb,probe51_tw,28,8,examine stick of butter,0.0,0,1,False,belief=I am in a laundromat with a shelf and a stick of butter | capped=1
68fefbcb,probe51_tw,28,9,take stick of butter from shelf,0.0,0,1,False,belief=I am in a laundromat with a shelf and a stick of butter | capped=2
68fefbcb,probe51_tw,28,10,drop stick of butter,0.0,0,1,False,belief=I am in a laundromat with a stick of butter. My next st | capped=2
68fefbcb,probe51_tw,28,11,look,0.0,0,1,False,belief=I am in a laundromat with a stick of butter on the grou | capped=2
68fefbcb,probe51_tw,28,12,examine licorice strip,0.0,0,1,False,belief=I am in a laundromat with a stick of butter and a licor | capped=3
68fefbcb,probe51_tw,28,13,take licorice strip,0.0,0,1,False,belief=I am in a laundromat with a licorice strip on the groun | capped=4
68fefbcb,probe51_tw,28,14,go east,0.0,0,1,False,belief=I am in a laundromat with a licorice strip in my invent | capped=4
68fefbcb,probe51_tw,28,15,go west,0.0,0,1,False,belief=I am in a bedroom with a licorice strip and a cd on the | capped=4
68fefbcb,probe51_tw,28,16,take stick of butter,0.0,0,1,False,belief=I am in a laundromat with a licorice strip and I see a  | capped=4
68fefbcb,probe51_tw,28,17,put stick of butter on shelf,0.0,0,1,False,belief=I am in a laundromat with a licorice strip and a stick  | capped=4
68fefbcb,probe51_tw,28,18,eat licorice strip,0.0,0,1,False,belief=I am in a laundromat with a licorice strip and a stick  | capped=4
68fefbcb,probe51_tw,28,19,take stick of butter from shelf,0.0,0,1,False,belief=I am in a laundromat with a stick of butter on the shel | capped=3
68fefbcb,probe51_tw,28,20,eat stick of butter,1.0,1,1,True,belief=I am in a laundromat with a stick of butter in my inven | capped=3
68fefbcb,probe51_tw,29,0,look,0.0,0,1,False,belief=I have just arrived and do not yet know the layout or t | capped=0
68fefbcb,probe51_tw,29,1,unlock chest with latchkey,0.0,0,1,False,belief=I am in a scullery with a locked chest and a fresh laun | capped=1
68fefbcb,probe51_tw,29,2,open chest,0.0,0,1,False,belief=I am in a scullery with an unlocked chest and a fresh l | capped=1
68fefbcb,probe51_tw,29,3,take fresh laundry scented key from chest,0.0,0,1,False,belief=I am in a scullery with a fresh laundry scented key and | capped=1
68fefbcb,probe51_tw,29,4,examine fresh laundry scented key,0.0,0,1,False,belief=I am in a scullery with a fresh laundry scented key and | capped=1
68fefbcb,probe51_tw,29,5,examine latchkey,0.0,0,1,False,belief=I am in a scullery with a fresh laundry scented key and | capped=2
68fefbcb,probe51_tw,29,6,go west,0.0,0,1,False,belief=I am in a scullery with a fresh laundry scented key and | capped=3
68fefbcb,probe51_tw,29,7,go east,0.0,0,1,False,belief=I am in a cellar with a fresh laundry scented key and a | capped=3
68fefbcb,probe51_tw,29,8,go west,0.0,0,1,False,belief=I am in a scullery with a fresh laundry scented key and | capped=3
68fefbcb,probe51_tw,29,9,open gate,0.0,0,1,False,belief=I am in a cellar with a fresh laundry scented key and a | capped=3
68fefbcb,probe51_tw,29,10,go south,0.0,0,1,False,belief=I am in a cellar with a fresh laundry scented key and a | capped=3
68fefbcb,probe51_tw,29,11,put fresh laundry scented key on mantelpiece,0.0,0,1,False,belief=I am in a studio with a fresh laundry scented key and a | capped=3
68fefbcb,probe51_tw,29,12,put latchkey on mantelpiece,0.0,0,1,False,belief=I am in a studio with a fresh laundry scented key on th | capped=3
68fefbcb,probe51_tw,29,13,examine mantelpiece,0.0,0,1,False,belief=I am in a studio with a fresh laundry scented key and a | capped=3
68fefbcb,probe51_tw,29,14,take fresh laundry scented key from mantelpiece,0.0,0,1,False,belief=I am in a studio with a fresh laundry scented key and a | capped=4
68fefbcb,probe51_tw,29,15,take latchkey from mantelpiece,0.0,0,1,False,belief=I am in a studio with a fresh laundry scented key. My n | capped=4
68fefbcb,probe51_tw,29,16,go north,0.0,0,1,False,belief=I am in a studio with keys and my next step is to explo | capped=4
68fefbcb,probe51_tw,29,17,go east,0.0,0,1,False,belief=I am in a cellar with keys and my next step is to explo | capped=3
68fefbcb,probe51_tw,29,18,close chest,0.0,0,1,False,belief=I am in a scullery with keys and my next step is to exp | capped=4
68fefbcb,probe51_tw,29,19,lock chest with latchkey,0.0,0,1,False,belief=I am in a scullery with keys and my next step is to try | capped=4
68fefbcb,probe51_tw,29,20,unlock chest with latchkey,0.0,0,1,False,belief=I am in a scullery with keys and my next step is to try | capped=4
68fefbcb,probe51_tw,29,21,drop fresh laundry scented key,0.0,0,1,False,belief=I am in a scullery with keys and my next step is to try | capped=4
68fefbcb,probe51_tw,29,22,take fresh laundry scented key,0.0,0,1,False,belief=I am in a scullery with keys and my next step is to try | capped=4
68fefbcb,probe51_tw,29,23,open fresh laundry scented chest,0.0,0,1,False,belief=I am in a scullery with keys and my next step is to try | capped=4
68fefbcb,probe51_tw,29,24,insert fresh laundry scented key into fresh laundry scented chest,0.0,0,1,False,belief=I am in a scullery with keys and my next step is to try | capped=4
68fefbcb,probe51_tw,29,25,close fresh laundry scented chest,0.0,0,1,False,belief=I am in a scullery with keys and my next step is to try | capped=4
68fefbcb,probe51_tw,29,26,examine chest,0.0,0,1,False,belief=I am in a scullery with a latchkey and my next step is  | capped=3
68fefbcb,probe51_tw,29,27,open chest,0.0,0,1,False,"belief=I am in a scullery with a latchkey and a chest, and my  | capped=4"
68fefbcb,probe51_tw,29,28,insert latchkey into chest,0.0,0,1,False,"belief=I am in a scullery with a latchkey and an open chest, a | capped=4"
68fefbcb,probe51_tw,29,29,close chest,0.0,0,1,False,belief=I am in a scullery with an open chest and a latchkey in | capped=4
68fefbcb,probe51_tw,30,0,look,0.0,0,1,False,belief=I have just arrived and do not yet know the layout or t | capped=0
68fefbcb,probe51_tw,30,1,examine safe,0.0,0,1,False,belief=I have just arrived and do not yet know the layout or t | capped=1
68fefbcb,probe51_tw,30,2,open safe,0.0,0,1,False,"belief=I have a key and a mop, and a closed safe in front of m | capped=2"
68fefbcb,probe51_tw,30,3,take blender from safe,0.0,0,1,False,belief=I have opened the safe and found a blender inside. My n | capped=2
68fefbcb,probe51_tw,30,4,examine blender,0.0,0,1,False,belief=I have the blender and need to interact with it or othe | capped=2
68fefbcb,probe51_tw,30,5,examine key,0.0,0,1,False,belief=I have the blender and need to interact with it or othe | capped=3
68fefbcb,probe51_tw,30,6,examine mop,0.0,0,1,False,"belief=I have a key and other objects, and I need to find a wa | capped=4"
