run_id,variant,task,variation,step,command,score,done,note
cfda66db,aws_sw,chemistry-mix-paint-secondary-color,27,0,look around,20,False,loc=art studio
cfda66db,aws_sw,chemistry-mix-paint-secondary-color,27,1,open large cupboard,20,False,loc=art studio
cfda66db,aws_sw,chemistry-mix-paint-secondary-color,27,2,look around,20,False,"loc=art studio: large cupboard, ag; unknown: chemistry equipment, violet p"
cfda66db,aws_sw,chemistry-mix-paint-secondary-color,27,3,go hallway,30,False,"loc=art studio: large cupboard, ag; unknown: chemistry equipment, violet p"
cfda66db,aws_sw,chemistry-mix-paint-secondary-color,27,4,go art studio,30,False,"loc=hallway: none; art studio: large cupboard, ag, orange; unknown: chemis"
cfda66db,aws_sw,chemistry-mix-paint-secondary-color,27,5,go hallway,30,False,"loc=hallway: none; art studio: large cupboard, ag, orange; unknown: chemis"
cfda66db,aws_sw,chemistry-mix-paint-secondary-color,27,6,go art studio,30,False,"loc=hallway: none; art studio: large cupboard, ag, orange; unknown: chemis"
cfda66db,aws_sw,chemistry-mix-paint-secondary-color,27,7,look around,30,False,"loc=hallway: none; art studio: large cupboard, ag, orange; unknown: chemis"
cfda66db,aws_sw,chemistry-mix-paint-secondary-color,27,8,look around,30,False,"loc=hallway: none; art studio: large cupboard, table, glass cup, wood cups"
cfda66db,aws_sw,chemistry-mix-paint-secondary-color,27,9,go hallway,30,False,"loc=hallway: none; art studio: large cupboard, table, glass cup, wood cups"
cfda66db,aws_sw,chemistry-mix-paint-secondary-color,27,10,go art studio,30,False,"loc=hallway: orange; art studio: large cupboard, table, glass cup, wood cu"
cfda66db,aws_sw,chemistry-mix-paint-secondary-color,27,11,look around,30,False,"loc=hallway: ; art studio: large cupboard, table, glass cup, wood cups wit"
cfda66db,aws_sw,chemistry-mix-paint-secondary-color,27,12,look around,30,False,"loc=hallway: ; art studio: large cupboard, table, glass cup, wood cups wit"
cfda66db,aws_sw,chemistry-mix-paint-secondary-color,27,13,go hallway,30,False,"loc=hallway: ; art studio: large cupboard, table, glass cup, wood cups wit"
cfda66db,aws_sw,chemistry-mix-paint-secondary-color,27,14,go art studio,30,False,"loc=hallway: orange; art studio: large cupboard, table, glass cup, wood cu"
cfda66db,aws_sw,chemistry-mix-paint-secondary-color,27,15,look around,30,False,"loc=hallway: ; art studio: large cupboard, table, glass cup, wood cups wit"
cfda66db,aws_sw,chemistry-mix-paint-secondary-color,27,16,look around,30,False,"loc=hallway: ; art studio: large cupboard, table, glass cup, wood cups wit"
cfda66db,aws_sw,chemistry-mix-paint-secondary-color,27,17,go hallway,30,False,"loc=hallway: ; art studio: large cupboard, table, glass cup, wood cups wit"
cfda66db,aws_sw,chemistry-mix-paint-secondary-color,27,18,go art studio,30,False,"loc=hallway: orange; art studio: large cupboard, table, glass cup, wood cu"
