run_id,variant,seed,step,command,reward,score,max_score,won,note
7add1fbb,baseline_tw,0,0,examine Canadian limited edition safe,0.0,0,1,False,
7add1fbb,baseline_tw,0,1,insert binder into Canadian limited edition safe,0.0,0,1,False,
7add1fbb,baseline_tw,0,2,go north,0.0,0,1,False,
7add1fbb,baseline_tw,0,3,go south,0.0,0,1,False,
7add1fbb,baseline_tw,0,4,take Canadian limited edition latchkey,0.0,0,1,False,
7add1fbb,baseline_tw,0,5,insert Canadian limited edition latchkey into Canadian limited edition safe,0.0,0,1,False,
7add1fbb,baseline_tw,0,6,take Canadian limited edition latchkey from Canadian limited edition safe,0.0,0,1,False,
7add1fbb,baseline_tw,0,7,close Canadian limited edition safe,0.0,0,1,False,
7add1fbb,baseline_tw,0,8,examine Canadian limited edition latchkey,0.0,0,1,False,
7add1fbb,baseline_tw,0,9,go north,0.0,0,1,False,
7add1fbb,baseline_tw,0,10,examine gate,0.0,0,1,False,
7add1fbb,baseline_tw,0,11,open gate,0.0,0,1,False,
7add1fbb,baseline_tw,0,12,go east,0.0,0,1,False,
7add1fbb,baseline_tw,0,13,examine pair of headphones,0.0,0,1,False,
7add1fbb,baseline_tw,0,14,take pair of headphones,0.0,0,1,False,
7add1fbb,baseline_tw,0,15,examine Canadian limited edition latchkey,0.0,0,1,False,
7add1fbb,baseline_tw,0,16,go south,0.0,0,1,False,
7add1fbb,baseline_tw,0,17,go north,0.0,0,1,False,
7add1fbb,baseline_tw,0,18,go west,0.0,0,1,False,
7add1fbb,baseline_tw,0,19,go east,0.0,0,1,False,
7add1fbb,baseline_tw,0,20,examine gate,0.0,0,1,False,
7add1fbb,baseline_tw,0,21,close gate,1.0,1,1,True,
7add1fbb,baseline_tw,1,0,look,0.0,0,1,False,
7add1fbb,baseline_tw,1,1,go west,0.0,0,1,False,
7add1fbb,baseline_tw,1,2,take key,0.0,0,1,False,
7add1fbb,baseline_tw,1,3,open safe,0.0,0,1,False,
7add1fbb,baseline_tw,1,4,examine cuboid keycard,0.0,0,1,False,
7add1fbb,baseline_tw,1,5,go east,0.0,0,1,False,
7add1fbb,baseline_tw,1,6,unlock cuboid gate with cuboid keycard,0.0,0,1,False,
7add1fbb,baseline_tw,1,7,look,0.0,0,1,False,
7add1fbb,baseline_tw,1,8,examine cabinet,0.0,0,1,False,
7add1fbb,baseline_tw,1,9,open cabinet,0.0,0,1,False,
7add1fbb,baseline_tw,1,10,insert key into cabinet,0.0,0,1,False,
7add1fbb,baseline_tw,1,11,close cabinet,0.0,0,1,False,
7add1fbb,baseline_tw,1,12,go west,0.0,0,1,False,
7add1fbb,baseline_tw,1,13,go east,0.0,0,1,False,
7add1fbb,baseline_tw,1,14,examine cuboid gate,0.0,0,1,False,
7add1fbb,baseline_tw,1,15,open cuboid gate,0.0,0,1,False,
7add1fbb,baseline_tw,1,16,go north,0.0,0,1,False,
7add1fbb,baseline_tw,1,17,go south,0.0,0,1,False,
7add1fbb,baseline_tw,1,18,examine cabinet,0.0,0,1,False,
7add1fbb,baseline_tw,1,19,go west,0.0,0,1,False,
7add1fbb,baseline_tw,1,20,examine platter,0.0,0,1,False,
7add1fbb,baseline_tw,1,21,put cuboid keycard on platter,0.0,0,1,False,
7add1fbb,baseline_tw,1,22,examine safe,0.0,0,1,False,
