run_id,variant,seed,step,command,reward,score,max_score,won,note
9cb92ff0,probe2_tw,50,0,examine gateway,0.0,0,1,False,"hyps=['examining objects earns score', 'moving earns score'] | plan=examine objects in the environment to see if score | CONTRADICTION"
9cb92ff0,probe2_tw,50,1,examine iron,0.0,0,1,False,"hyps=['interacting with environment earns score', 'examining objects earns score'] | plan=examine different objects to see if score increase"
9cb92ff0,probe2_tw,50,2,examine type 1 chest,0.0,0,1,False,"hyps=['interacting with environment earns score', 'examining objects earns score'] | plan=examine different objects to see if score increase"
9cb92ff0,probe2_tw,50,3,go south,0.0,0,1,False,"hyps=['interacting with environment earns score', 'examining objects earns score'] | plan=try moving to a different location"
9cb92ff0,probe2_tw,50,4,go north,0.0,0,1,False,"hyps=['moving earns score', 'interacting with environment earns score'] | plan=try moving to a different location and observe sco"
9cb92ff0,probe2_tw,50,5,take type 1 passkey,0.0,0,1,False,"hyps=['interacting with environment earns score', 'examining objects earns score'] | plan=try taking the type 1 passkey and observe score ch"
9cb92ff0,probe2_tw,50,6,unlock type 1 chest with type 1 passkey,0.0,0,1,False,"hyps=['interacting with environment earns score', 'examining objects earns score'] | plan=try unlocking type 1 chest with type 1 passkey"
9cb92ff0,probe2_tw,50,7,examine gateway,0.0,0,1,False,"hyps=['interacting with environment earns score', 'examining objects earns score'] | plan=examine objects and environment to gather more inf"
9cb92ff0,probe2_tw,50,8,examine iron,0.0,0,1,False,"hyps=['interacting with environment earns score', 'examining objects earns score'] | plan=examine objects and environment to gather more inf"
9cb92ff0,probe2_tw,50,9,look,0.0,0,1,False,"hyps=['interacting with environment earns score', 'examining objects earns score'] | plan=examine objects and environment to gather more inf"
9cb92ff0,probe2_tw,50,10,go south,0.0,0,1,False,"hyps=['interacting with environment earns score', 'examining objects earns score'] | plan=try moving to a new location to gather more inform"
9cb92ff0,probe2_tw,50,11,go north,0.0,0,1,False,"hyps=['moving earns score', 'interacting with environment earns score'] | plan=try moving to a new location to gather more inform"
9cb92ff0,probe2_tw,50,12,open type 1 chest,0.0,0,1,False,"hyps=['interacting with environment earns score', 'examining objects earns score'] | plan=try interacting with the type 1 chest"
9cb92ff0,probe2_tw,50,13,examine pair of headphones,0.0,0,1,False,"hyps=['interacting with environment earns score', 'examining objects earns score'] | plan=examine and interact with the pair of headphones"
9cb92ff0,probe2_tw,50,14,take pair of headphones from type 1 chest,1.0,1,1,True,"hyps=['interacting with environment earns score', 'examining objects earns score'] | plan=interact with the pair of headphones"
9cb92ff0,probe2_tw,51,0,look,0.0,0,1,False,"hyps=['exploration earns score', 'interaction earns score'] | plan=explore surroundings | CONTRADICTION"
9cb92ff0,probe2_tw,51,1,go south,0.0,0,1,False,"hyps=['exploration earns score', 'interaction earns score'] | plan=explore surroundings by going south"
9cb92ff0,probe2_tw,51,2,go east,0.0,0,1,False,"hyps=['exploration earns score', 'interaction earns score'] | plan=explore surroundings by going east"
9cb92ff0,probe2_tw,51,3,examine tablet,0.0,0,1,False,"hyps=['interaction earns score', 'exploration earns score'] | plan=interact with objects in the room"
9cb92ff0,probe2_tw,51,4,examine bar,0.0,0,1,False,"hyps=['interaction earns score', 'exploration earns score'] | plan=interact with objects in the room"
9cb92ff0,probe2_tw,51,5,examine shelf,0.0,0,1,False,"hyps=['interaction earns score', 'exploration earns score'] | plan=interact with new objects in the room"
9cb92ff0,probe2_tw,51,6,take tablet,0.0,0,1,False,"hyps=['interaction earns score', 'exploration earns score'] | plan=interact with new objects in the room and try to s"
9cb92ff0,probe2_tw,51,7,put tablet on bar,1.0,1,1,True,"hyps=['interaction earns score', 'exploration earns score'] | plan=interact with new objects in the room and try to s"
9cb92ff0,probe2_tw,52,0,look,0.0,0,1,False,"hyps=['exploring earns score', 'interacting with objects earns score'] | plan=explore the environment to gather more information | CONTRADICTION"
9cb92ff0,probe2_tw,52,1,go north,0.0,0,1,False,"hyps=['exploring earns score', 'interacting with objects earns score'] | plan=explore the environment to gather more information"
9cb92ff0,probe2_tw,52,2,go south,0.0,0,1,False,"hyps=['exploring earns score', 'interacting with objects earns score'] | plan=explore the environment to gather more information"
9cb92ff0,probe2_tw,52,3,examine hatch,0.0,0,1,False,"hyps=['exploring earns score', 'interacting with objects earns score'] | plan=explore the environment by examining objects and g"
9cb92ff0,probe2_tw,52,4,open hatch,0.0,0,1,False,"hyps=['exploring earns score', 'interacting with objects earns score'] | plan=explore the environment by examining objects and g"
9cb92ff0,probe2_tw,52,5,go east,0.0,0,1,False,"hyps=['exploring earns score', 'interacting with objects earns score'] | plan=explore the environment by going through exits"
9cb92ff0,probe2_tw,52,6,go west,0.0,0,1,False,"hyps=['exploring earns score', 'interacting with objects earns score'] | plan=explore the environment by going through exits and"
9cb92ff0,probe2_tw,52,7,go north,0.0,0,1,False,"hyps=['exploring earns score', 'interacting with objects earns score'] | plan=explore the environment by going through exits"
9cb92ff0,probe2_tw,52,8,examine butterfly,0.0,0,1,False,"hyps=['exploring earns score', 'interacting with objects earns score'] | plan=explore the environment by interacting with object"
9cb92ff0,probe2_tw,52,9,examine butterfly,0.0,0,1,False,"hyps=['exploring earns score', 'interacting with objects earns score'] | plan=explore the environment by interacting with object"
9cb92ff0,probe2_tw,52,10,look,0.0,0,1,False,"hyps=['using items earns score', 'interacting with objects earns score'] | plan=interact with the environment and objects to gathe"
9cb92ff0,probe2_tw,52,11,examine butterfly,0.0,0,1,False,"hyps=['interacting with objects earns score', 'using items earns score'] | plan=interact with the butterfly and explore the south "
9cb92ff0,probe2_tw,52,12,go south,0.0,0,1,False,"hyps=['exploring earns score', 'using items earns score'] | plan=explore the south entranceway and interact with ne"
9cb92ff0,probe2_tw,52,13,go east,0.0,0,1,False,"hyps=['exploring earns score', 'using items earns score'] | plan=explore east through the hatch and interact with n"
9cb92ff0,probe2_tw,52,14,examine knife,0.0,0,1,False,"hyps=['interacting with objects earns score', 'using items earns score'] | plan=interact with objects in the cookhouse"
9cb92ff0,probe2_tw,52,15,examine chest,0.0,0,1,False,"hyps=['interacting with objects earns score', 'using items earns score'] | plan=interact with objects in the cookhouse, starting w"
9cb92ff0,probe2_tw,52,16,examine chest,0.0,0,1,False,"hyps=['interacting with objects earns score', 'using items earns score'] | plan=interact with chest and other objects in the cookh"
9cb92ff0,probe2_tw,52,17,insert stick of butter into chest,0.0,0,1,False,"hyps=['using items earns score', 'interacting with objects earns score'] | plan=interact with chest and other objects in the cookh"
9cb92ff0,probe2_tw,52,18,examine counter,0.0,0,1,False,"hyps=['using items earns score', 'interacting with objects earns score'] | plan=interact with chest and other objects in the cookh"
9cb92ff0,probe2_tw,52,19,take knife from counter,0.0,0,1,False,"hyps=['using items earns score', 'interacting with objects earns score'] | plan=interact with knife and other objects in the cookh"
9cb92ff0,probe2_tw,52,20,examine knife,0.0,0,1,False,"hyps=['using items earns score', 'interacting with objects earns score'] | plan=interact with knife and other objects in the cookh"
9cb92ff0,probe2_tw,52,21,insert knife into chest,1.0,1,1,True,"hyps=['using items earns score', 'interacting with objects earns score'] | plan=interact with knife and other objects in the cookh"
9cb92ff0,probe2_tw,53,0,go north,0.0,0,1,False,"hyps=['exploring new locations earns score', 'using items earns score'] | plan=explore new locations and examine objects | CONTRADICTION"
9cb92ff0,probe2_tw,53,1,go south,0.0,0,1,False,"hyps=['exploring new locations earns score', 'examining objects earns score'] | plan=explore new locations and examine objects"
9cb92ff0,probe2_tw,53,2,examine chest,0.0,0,1,False,"hyps=['exploring new locations earns score', 'examining objects earns score'] | plan=examine objects and explore new locations"
9cb92ff0,probe2_tw,53,3,examine chest,0.0,0,1,False,"hyps=['using items earns score', 'examining objects earns score'] | plan=examine and use items on the chest"
9cb92ff0,probe2_tw,53,4,unlock chest with passkey,0.0,0,1,False,"hyps=['using items earns score', 'examining objects earns score'] | plan=use passkey on chest and examine other objects"
9cb92ff0,probe2_tw,53,5,examine chest,0.0,0,1,False,"hyps=['using items earns score', 'examining objects earns score'] | plan=examine objects and use items"
9cb92ff0,probe2_tw,53,6,eat grape,0.0,0,1,False,"hyps=['using items earns score', 'examining objects earns score'] | plan=use items and examine objects to see if score incr"
9cb92ff0,probe2_tw,53,7,examine cabinet,0.0,0,1,False,"hyps=['using items earns score', 'examining objects earns score'] | plan=examine objects and use items to see if score incr"
9cb92ff0,probe2_tw,53,8,insert passkey into cabinet,0.0,0,1,False,"hyps=['using items earns score', 'examining objects earns score'] | plan=use passkey on cabinet and examine new locations"
9cb92ff0,probe2_tw,53,9,go north,0.0,0,1,False,"hyps=['exploring new locations earns score', 'using items earns score'] | plan=explore new locations and examine objects"
9cb92ff0,probe2_tw,53,10,go south,0.0,0,1,False,"hyps=['exploring new locations earns score', 'examining objects earns score'] | plan=explore new locations and examine objects"
9cb92ff0,probe2_tw,53,11,go north,0.0,0,1,False,"hyps=['exploring new locations earns score', 'examining objects earns score'] | plan=explore new locations and examine objects"
9cb92ff0,probe2_tw,53,12,examine loaf of bread,0.0,0,1,False,"hyps=['exploring new locations earns score', 'examining objects earns score'] | plan=examine the loaf of bread and then explore south"
9cb92ff0,probe2_tw,53,13,go south,0.0,0,1,False,"hyps=['exploring new locations earns score', 'examining objects earns score'] | plan=explore south and examine new objects"
9cb92ff0,probe2_tw,53,14,examine chest,0.0,0,1,False,"hyps=['examining objects earns score', 'using items earns score'] | plan=examine objects and take the passkey"
9cb92ff0,probe2_tw,53,15,examine cabinet,0.0,0,1,False,"hyps=['examining objects earns score', 'exploring new locations earns score'] | plan=examine all objects in the current location"
9cb92ff0,probe2_tw,53,16,examine passkey,0.0,0,1,False,"hyps=['examining objects earns score', 'using items earns score'] | plan=examine and take the passkey"
9cb92ff0,probe2_tw,53,17,take passkey from cabinet,0.0,0,1,False,"hyps=['examining objects earns score', 'using items earns score'] | plan=take passkey and examine gateway"
9cb92ff0,probe2_tw,53,18,examine gateway,0.0,0,1,False,"hyps=['using items earns score', 'exploring new locations earns score'] | plan=examine gateway and then try to open it"
9cb92ff0,probe2_tw,53,19,open gateway,0.0,0,1,False,"hyps=['using items earns score', 'exploring new locations earns score'] | plan=open gateway and explore new location"
9cb92ff0,probe2_tw,53,20,go north,0.0,0,1,False,"hyps=['exploring new locations earns score', 'using items earns score'] | plan=explore new location"
