run_id,variant,task,variation,step,command,score,done,note
712b2616,probe_a_sw,chemistry-mix,24,0,go kitchen,25,False,A|rule=doors can be used to move between rooms and m | rooms=1
712b2616,probe_a_sw,chemistry-mix,24,1,look around,25,False,A|rule=doors can be used to move between rooms and m | rooms=1
712b2616,probe_a_sw,chemistry-mix,24,2,read instructions to make sugar water,33,False,A|rule=doors can be used to move between rooms and m | rooms=2
712b2616,probe_a_sw,chemistry-mix,24,3,look around,33,False,A|rule=kitchens often have ingredients for food and  | rooms=2
712b2616,probe_a_sw,chemistry-mix,24,4,open cupboard,33,False,A|rule=kitchens often have ingredients for food and  | rooms=2
712b2616,probe_a_sw,chemistry-mix,24,5,look in cupboard,33,False,A|rule=Kitchens often have ingredients for food and  | rooms=2
712b2616,probe_a_sw,chemistry-mix,24,6,open drawer,33,False,A|rule=kitchens often have ingredients for food and  | rooms=2
712b2616,probe_a_sw,chemistry-mix,24,7,0,33,False,A|rule=kitchens often have ingredients for food and  | rooms=2
712b2616,probe_a_sw,chemistry-mix,24,8,look in drawer,33,False,A|rule=kitchens often have ingredients for food and  | rooms=2
712b2616,probe_a_sw,chemistry-mix,24,9,go?,33,False,A|rule=the world may have hidden rooms or secret com | rooms=2 | EXPERIMENT
712b2616,probe_a_sw,chemistry-mix,24,10,go ?,33,False,A|rule=the world may have hidden ingredients or reci | rooms=2 | EXPERIMENT
712b2616,probe_a_sw,chemistry-mix,24,11,go ?,33,False,A|rule=the world may have hidden ingredients or reci | rooms=2 | EXPERIMENT
712b2616,probe_a_sw,chemistry-mix,24,12,go kitchen door to ?,33,False,A|rule=the world may have hidden ingredients or reci | rooms=2 | EXPERIMENT
712b2616,probe_a_sw,chemistry-mix,24,13,go kitchen door to ?,33,False,A|rule=the world may have hidden ingredients or reci | rooms=2 | EXPERIMENT
712b2616,probe_a_sw,chemistry-mix,24,14,"{""belief"": ""I am in the kitchen and need to find sugar and water to make sugar w",33,False,A|rule=the world may have hidden ingredients or reci | rooms=2 | EXPERIMENT
712b2616,probe_a_sw,chemistry-mix,24,15,go kitchen door to?,33,False,A|rule=the world may have hidden ingredients or reci | rooms=2 | EXPERIMENT
712b2616,probe_a_sw,chemistry-mix,24,16,open door to?,33,False,A|rule=the world may have hidden ingredients or reci | rooms=2 | EXPERIMENT
712b2616,probe_a_sw,chemistry-mix,24,17,use orange on door to ?,33,False,A|rule=the world may have hidden ingredients or reci | rooms=2 | EXPERIMENT
712b2616,probe_a_sw,chemistry-mix,24,18,open door to?,33,False,A|rule=the world may have hidden ingredients or reci | rooms=2 | EXPERIMENT
712b2616,probe_a_sw,chemistry-mix,24,19,go bathroom,33,False,A|rule=the world may have hidden ingredients or reci | rooms=2 | EXPERIMENT
712b2616,probe_a_sw,chemistry-mix,24,20,go kitchen,33,False,A|rule=the world may have hidden ingredients or reci | rooms=2 | EXPERIMENT
712b2616,probe_a_sw,chemistry-mix,24,21,read instructions to make sugar water,33,False,A|rule=the world may have hidden ingredients or reci | rooms=2 | EXPERIMENT
712b2616,probe_a_sw,chemistry-mix,24,22,go bathroom,33,False,A|rule=the world may have hidden ingredients or reci | rooms=2 | EXPERIMENT
712b2616,probe_a_sw,chemistry-mix,24,23,go kitchen door to ?,33,False,A|rule=the world may have hidden ingredients or reci | rooms=2 | EXPERIMENT
712b2616,probe_a_sw,chemistry-mix,24,24,open door to ?,33,False,A|rule=the world may have hidden ingredients or reci | rooms=2 | EXPERIMENT
712b2616,probe_a_sw,chemistry-mix,24,25,go LOC,33,False,A|rule=the world may have hidden ingredients or reci | rooms=2 | EXPERIMENT
712b2616,probe_a_sw,chemistry-mix,24,26,go LOC,33,False,A|rule=the world may have hidden ingredients or reci | rooms=2 | EXPERIMENT
712b2616,probe_a_sw,chemistry-mix,24,27,open door to ?,33,False,A|rule=the world may have hidden ingredients or reci | rooms=2 | EXPERIMENT
712b2616,probe_a_sw,chemistry-mix,24,28,look around,33,False,A|rule=the world may have hidden ingredients or reci | rooms=2 | EXPERIMENT
712b2616,probe_a_sw,chemistry-mix,24,29,go kitchen,33,False,A|rule=the world may have hidden ingredients or reci | rooms=2 | EXPERIMENT
712b2616,probe_a_sw,chemistry-mix,24,30,go?,33,False,A|rule=the world may have hidden ingredients or reci | rooms=2 | EXPERIMENT
