run_id,variant,task,variation,step,command,score,done,note
57957f9a,baseline_sw,change-the-state-of-matter-of,21,0,go kitchen,0,False,baseline
57957f9a,baseline_sw,change-the-state-of-matter-of,21,1,look around,0,False,baseline
57957f9a,baseline_sw,change-the-state-of-matter-of,21,2,focus on lead,0,False,baseline
57957f9a,baseline_sw,change-the-state-of-matter-of,21,3,look around,0,False,baseline
57957f9a,baseline_sw,change-the-state-of-matter-of,21,4,look around,0,False,baseline
57957f9a,baseline_sw,change-the-state-of-matter-of,21,5,look around,0,False,baseline
57957f9a,baseline_sw,change-the-state-of-matter-of,21,6,look around,0,False,baseline
57957f9a,baseline_sw,change-the-state-of-matter-of,21,7,look around,0,False,baseline
57957f9a,baseline_sw,change-the-state-of-matter-of,21,8,focus on glass jar,0,True,baseline
57957f9a,baseline_sw,change-the-state-of-matter-of,22,0,focus on air,0,True,baseline
57957f9a,baseline_sw,change-the-state-of-matter-of,23,0,focus on water,0,True,baseline
57957f9a,baseline_sw,change-the-state-of-matter-of,24,0,go kitchen,0,False,baseline
57957f9a,baseline_sw,change-the-state-of-matter-of,24,1,look around,0,False,baseline
57957f9a,baseline_sw,change-the-state-of-matter-of,24,2,focus on mercury,0,False,baseline
57957f9a,baseline_sw,change-the-state-of-matter-of,24,3,look around,0,False,baseline
57957f9a,baseline_sw,change-the-state-of-matter-of,24,4,look around,0,False,baseline
57957f9a,baseline_sw,change-the-state-of-matter-of,24,5,open fridge,0,False,baseline
57957f9a,baseline_sw,change-the-state-of-matter-of,24,6,look around,0,False,baseline
57957f9a,baseline_sw,change-the-state-of-matter-of,24,7,focus on glass jar,0,True,baseline
57957f9a,baseline_sw,change-the-state-of-matter-of,25,0,focus on air,0,True,baseline
57957f9a,baseline_sw,change-the-state-of-matter-of,26,0,focus on gallium,0,False,baseline
57957f9a,baseline_sw,change-the-state-of-matter-of,26,1,look around,0,False,baseline
57957f9a,baseline_sw,change-the-state-of-matter-of,26,2,focus on the blast furnace,0,True,baseline
