run_id,variant,task,variation,step,command,score,done,note
16ab394a,allon_sw,change-the-state-of-matter-of,21,0,go kitchen,0,False,ALLON|rule=The environment is composed of various rooms  | rooms=1
16ab394a,allon_sw,change-the-state-of-matter-of,21,1,look around,0,False,ALLON|rule=The environment is composed of various rooms  | rooms=1
16ab394a,allon_sw,change-the-state-of-matter-of,21,2,open cupboard,0,False,ALLON|rule=The environment is composed of various rooms  | rooms=2
16ab394a,allon_sw,change-the-state-of-matter-of,21,3,look around,0,False,ALLON|rule=The environment is composed of various rooms  | rooms=2
16ab394a,allon_sw,change-the-state-of-matter-of,21,4,focus on metal pot,0,True,ALLON|rule=The environment is composed of various rooms  | rooms=2
16ab394a,allon_sw,change-the-state-of-matter-of,22,0,go hallway,0,False,ALLON|rule=The world seems to be a text-based adventure  | rooms=1
16ab394a,allon_sw,change-the-state-of-matter-of,22,1,look around,0,False,ALLON|rule=The world seems to be a text-based adventure  | rooms=1
16ab394a,allon_sw,change-the-state-of-matter-of,22,2,go workshop,3,False,ALLON|rule=The world seems to be a text-based adventure  | rooms=2
16ab394a,allon_sw,change-the-state-of-matter-of,22,3,look around,3,False,ALLON|rule=The world seems to be a text-based adventure  | rooms=2
16ab394a,allon_sw,change-the-state-of-matter-of,22,4,focus on tin,69,False,ALLON|rule=The world seems to be a text-based adventure  | rooms=3
16ab394a,allon_sw,change-the-state-of-matter-of,22,5,go kitchen,69,False,ALLON|rule=The world seems to be a text-based adventure  | rooms=3
16ab394a,allon_sw,change-the-state-of-matter-of,22,6,go kitchen,69,False,ALLON|rule=The world seems to be a text-based adventure  | rooms=3
16ab394a,allon_sw,change-the-state-of-matter-of,22,7,go hallway,69,False,ALLON|rule=The world seems to be a text-based adventure  | rooms=3
16ab394a,allon_sw,change-the-state-of-matter-of,22,8,open door to kitchen,69,False,ALLON|rule=The world seems to be a text-based adventure  | rooms=3
16ab394a,allon_sw,change-the-state-of-matter-of,22,9,go to kitchen,69,False,ALLON|rule=The world seems to be a text-based adventure  | rooms=3
