run_id,variant,seed,step,command,reward,score,max_score,won,note
01e24374,baseline_tw,25,0,eat candy bar,0.0,0,1,False,
01e24374,baseline_tw,25,1,look,0.0,0,1,False,
01e24374,baseline_tw,25,2,examine cuboid safe,0.0,0,1,False,
01e24374,baseline_tw,25,3,go west,0.0,0,1,False,
01e24374,baseline_tw,25,4,take cuboid keycard from board,0.0,0,1,False,
01e24374,baseline_tw,25,5,examine cuboid keycard,0.0,0,1,False,
01e24374,baseline_tw,25,6,go east,0.0,0,1,False,
01e24374,baseline_tw,25,7,unlock cuboid safe with cuboid keycard,1.0,1,1,True,
01e24374,baseline_tw,26,0,look,0.0,0,1,False,
01e24374,baseline_tw,26,1,examine chest,0.0,0,1,False,
01e24374,baseline_tw,26,2,go north,0.0,0,1,False,
01e24374,baseline_tw,26,3,go south,0.0,0,1,False,
01e24374,baseline_tw,26,4,examine gate,0.0,0,1,False,
01e24374,baseline_tw,26,5,close gate,0.0,0,1,False,
01e24374,baseline_tw,26,6,open gate,0.0,0,1,False,
01e24374,baseline_tw,26,7,look,0.0,0,1,False,
01e24374,baseline_tw,26,8,go south,0.0,0,1,False,
01e24374,baseline_tw,26,9,take type 0 key from shelf,0.0,0,1,False,
01e24374,baseline_tw,26,10,unlock type 0 safe with type 0 key,0.0,0,1,False,
01e24374,baseline_tw,26,11,open type 0 safe,1.0,1,1,True,
01e24374,baseline_tw,27,0,look,0.0,0,1,False,
01e24374,baseline_tw,27,1,go east,0.0,0,1,False,
01e24374,baseline_tw,27,2,take non-euclidean passkey,0.0,0,1,False,
01e24374,baseline_tw,27,3,examine non-euclidean passkey,0.0,0,1,False,
01e24374,baseline_tw,27,4,lock non-euclidean chest with non-euclidean passkey,0.0,0,1,False,
01e24374,baseline_tw,27,5,look,0.0,0,1,False,
01e24374,baseline_tw,27,6,go west,0.0,0,1,False,
01e24374,baseline_tw,27,7,examine trunk,0.0,0,1,False,
01e24374,baseline_tw,27,8,go east,0.0,0,1,False,
01e24374,baseline_tw,27,9,open gate,0.0,0,1,False,
01e24374,baseline_tw,27,10,go north,0.0,0,1,False,
01e24374,baseline_tw,27,11,examine suitcase,0.0,0,1,False,
01e24374,baseline_tw,27,12,insert non-euclidean passkey into suitcase,0.0,0,1,False,
01e24374,baseline_tw,27,13,look,0.0,0,1,False,
01e24374,baseline_tw,27,14,take non-euclidean passkey from suitcase,0.0,0,1,False,
01e24374,baseline_tw,27,15,go east,0.0,0,1,False,
01e24374,baseline_tw,27,16,go west,0.0,0,1,False,
01e24374,baseline_tw,27,17,go south,0.0,0,1,False,
01e24374,baseline_tw,27,18,go north,0.0,0,1,False,
01e24374,baseline_tw,27,19,examine non-euclidean passkey,0.0,0,1,False,
01e24374,baseline_tw,27,20,examine gate,0.0,0,1,False,
01e24374,baseline_tw,27,21,look,0.0,0,1,False,
