run_id,variant,game,seed,step,action,score,state,won,note
229560de,probe_arc,complex_maze,0,0,ACTION1,0,GameState.NOT_FINISHED,False,"mechanics=The goal appears to be clearing levels, and the actions might be related to movi | EXPERIMENT"
229560de,probe_arc,complex_maze,0,1,ACTION2,0,GameState.NOT_FINISHED,False,mechanics=The goal is to clear levels by changing the grid. The actions might be related t
229560de,probe_arc,complex_maze,0,2,ACTION3,0,GameState.NOT_FINISHED,False,mechanics=The goal is to clear levels by changing the grid. ACTION1 changes the cell value
229560de,probe_arc,complex_maze,0,3,ACTION4,0,GameState.NOT_FINISHED,False,mechanics=The goal is to clear levels by changing the grid. ACTION1 changes the cell value
229560de,probe_arc,complex_maze,0,4,ACTION5,0,GameState.NOT_FINISHED,False,mechanics=The goal is to clear levels by changing the grid. ACTION1 changes the cell value
229560de,probe_arc,complex_maze,0,5,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=The goal is to clear levels by changing the grid. ACTION1 changes the cell value
229560de,probe_arc,complex_maze,0,6,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=The goal is to clear levels by changing the grid. ACTION1 changes the cell value
229560de,probe_arc,complex_maze,0,7,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=The goal is to create a connected path of '5's or '6's from the top to the botto | EXPERIMENT
229560de,probe_arc,complex_maze,0,8,ACTION1,0,GameState.NOT_FINISHED,False,"mechanics=The goal is to create a solid block of '5's or '6's without any gaps, and the ac | EXPERIMENT"
229560de,probe_arc,complex_maze,0,9,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=The goal is to create a solid block of '5's or '6's without any gaps by manipula | EXPERIMENT
229560de,probe_arc,complex_maze,0,10,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=The goal is to create a solid block of '5's or '6's without any gaps by manipula | EXPERIMENT
229560de,probe_arc,complex_maze,0,11,ACTION4,0,GameState.NOT_FINISHED,False,"mechanics=The goal is to create a specific pattern or arrangement of numbers, possibly rel | EXPERIMENT"
229560de,probe_arc,complex_maze,0,12,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=The goal is to clear rows or columns by creating a continuous sequence of the sa | EXPERIMENT
229560de,probe_arc,complex_maze,0,13,ACTION2,0,GameState.NOT_FINISHED,False,mechanics=The goal is to create a continuous sequence of the same number in a specific pat | EXPERIMENT
229560de,probe_arc,complex_maze,0,14,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=The goal is to clear a specific number of cells by creating clusters of the same | EXPERIMENT
229560de,probe_arc,complex_maze,0,15,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=The goal is to create a chain reaction of transformations by using ACTION1-5 to  | EXPERIMENT
229560de,probe_arc,complex_maze,0,16,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=The goal is to clear the grid by creating a chain reaction of transformations. A | EXPERIMENT
229560de,probe_arc,complex_maze,0,17,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=The goal is to create a chain reaction of transformations by using ACTION1-5 to  | EXPERIMENT
229560de,probe_arc,complex_maze,0,18,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=The goal is to create a chain reaction of transformations by using ACTION1-5 to  | EXPERIMENT
229560de,probe_arc,complex_maze,0,19,ACTION4,0,GameState.NOT_FINISHED,False,"mechanics=The goal is to isolate and transform specific patterns of symbols, possibly usin | EXPERIMENT"
229560de,probe_arc,complex_maze,0,20,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=The goal is to create a chain reaction of transformations by using ACTION1-5 to  | EXPERIMENT
229560de,probe_arc,complex_maze,0,21,ACTION1,0,GameState.NOT_FINISHED,False,"mechanics=The goal is to isolate and transform specific patterns or groups of cells, with  | EXPERIMENT"
229560de,probe_arc,complex_maze,0,22,ACTION1,0,GameState.NOT_FINISHED,False,"mechanics=The goal is to create a chain reaction of cell transformations, with ACTION1-5 u | EXPERIMENT"
229560de,probe_arc,complex_maze,0,23,ACTION6,0,GameState.NOT_FINISHED,False,"mechanics=The goal is to create a chain reaction of cell transformations, with ACTION1-5 u | EXPERIMENT"
229560de,probe_arc,complex_maze,0,24,ACTION2,0,GameState.NOT_FINISHED,False,"mechanics=The goal is to create a chain reaction of cell transformations, with ACTION1-5 u | EXPERIMENT"
229560de,probe_arc,complex_maze,0,25,ACTION6,0,GameState.NOT_FINISHED,False,"mechanics=The goal is to isolate or remove the '8' and '9' cells, which may be obstacles o | EXPERIMENT"
229560de,probe_arc,complex_maze,0,26,ACTION3,0,GameState.NOT_FINISHED,False,"mechanics=The goal is to create a connected path of '5' cells, and the actions may be used | EXPERIMENT"
229560de,probe_arc,complex_maze,0,27,ACTION4,0,GameState.NOT_FINISHED,False,"mechanics=The goal is to transform '6' cells into '3' cells, and the actions may be used t | EXPERIMENT"
229560de,probe_arc,complex_maze,0,28,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=The goal is to create a connected path of '3' cells from the top to the bottom o | EXPERIMENT
229560de,probe_arc,complex_maze,0,29,ACTION6,0,GameState.NOT_FINISHED,False,"mechanics=The goal is to clear '5' cells to reveal a hidden path, and the actions may be u | EXPERIMENT"
229560de,probe_arc,complex_maze,0,30,ACTION2,0,GameState.NOT_FINISHED,False,"mechanics=The goal is to transform '6' cells into '3' cells, and the actions may be used t | EXPERIMENT"
229560de,probe_arc,complex_maze,0,31,ACTION6,0,GameState.NOT_FINISHED,False,"mechanics=The goal is to transform '6' cells into '3' cells, and the actions may be used t | EXPERIMENT"
229560de,probe_arc,complex_maze,0,32,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=The goal is to create a connected path of '5' cells from the top to the bottom o | EXPERIMENT
229560de,probe_arc,complex_maze,0,33,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=The goal is to clear the grid of '8' cells by creating a connected path of '5' c | EXPERIMENT
229560de,probe_arc,complex_maze,0,34,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=The goal is to clear the grid of '8' cells by creating a connected path of '5' c | EXPERIMENT
229560de,probe_arc,complex_maze,0,35,ACTION4,0,GameState.NOT_FINISHED,False,mechanics=The goal is to transform '8' cells into '5' cells by using ACTION1-5 to change t | EXPERIMENT
229560de,probe_arc,complex_maze,0,36,ACTION3,0,GameState.NOT_FINISHED,False,mechanics=The goal is to create a continuous path of '5' cells from the top to the bottom  | EXPERIMENT
229560de,probe_arc,complex_maze,0,37,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=The goal is to clear the grid of '8' cells by using ACTION1-5 to move '8' cells  | EXPERIMENT
229560de,probe_arc,complex_maze,0,38,ACTION2,0,GameState.NOT_FINISHED,False,mechanics=The goal is to create a path of '3' cells from the top to the bottom of the grid | EXPERIMENT
229560de,probe_arc,complex_maze,0,39,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=The goal is to create a solid wall of '5' cells to separate the '3' cells from t | EXPERIMENT
229560de,probe_arc,complex_maze,0,40,ACTION6,0,GameState.NOT_FINISHED,False,"mechanics=The goal is to create a path for the '3' cells to reach the '6' cells, using ACT | EXPERIMENT"
229560de,probe_arc,complex_maze,0,41,ACTION1,0,GameState.NOT_FINISHED,False,"mechanics=The goal is to clear '8' cells by surrounding them with '5' cells, using ACTION1 | EXPERIMENT"
229560de,probe_arc,complex_maze,0,42,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=The goal is to create a connected component of '5' cells that surrounds all '8'  | EXPERIMENT
229560de,probe_arc,complex_maze,0,43,ACTION4,0,GameState.NOT_FINISHED,False,mechanics=The goal is to create a path of '5' cells that connects the top and bottom edges | EXPERIMENT
229560de,probe_arc,complex_maze,0,44,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=The goal is to clear the grid of '8' cells by creating a path of '5' cells that  | EXPERIMENT
229560de,probe_arc,complex_maze,0,45,ACTION6,0,GameState.NOT_FINISHED,False,"mechanics=The goal is to create a chain reaction of '5' cells to clear '8' cells, but the  | EXPERIMENT"
229560de,probe_arc,complex_maze,0,46,ACTION6,0,GameState.NOT_FINISHED,False,"mechanics=The goal is to create a solid path of '5' cells to connect '3' and '9' cells, an | EXPERIMENT"
229560de,probe_arc,complex_maze,0,47,ACTION1,0,GameState.NOT_FINISHED,False,"mechanics=The goal is to create a solid path of '5' cells to connect '3' and '9' cells, an | EXPERIMENT"
229560de,probe_arc,complex_maze,0,48,ACTION1,0,GameState.NOT_FINISHED,False,"mechanics=The goal is to create a solid path of '5' cells to surround '3' and '9' cells, a | EXPERIMENT"
