run_id,variant,seed,step,command,reward,score,max_score,won,note
f35a3c90,probe3_tw,25,0,drop candy bar,0.0,0,1,False,"belief=recently stuck, trying a different action | rule=unknown | STUCK"
f35a3c90,probe3_tw,25,1,examine candy bar,0.0,0,1,False,"belief=I'm stuck after dropping the candy bar, so I'll try moving t | rule=I still don't know what raises the score, but I've ruled out | STUCK"
f35a3c90,probe3_tw,25,2,examine cuboid safe,0.0,0,1,False,"belief=I'm in a location with a candy bar and a cuboid safe, my nex | rule=I still don't know what raises the score, but I've ruled out"
f35a3c90,probe3_tw,25,3,go west,0.0,0,1,False,"belief=I'm in a location with a cuboid safe, my next step is to try | rule=I still don't know what raises the score, but I've ruled out"
f35a3c90,probe3_tw,25,4,examine cuboid keycard,0.0,0,1,False,"belief=I'm in a shower with a board containing a cuboid keycard and | rule=I still don't know what raises the score, but I've ruled out"
f35a3c90,probe3_tw,25,5,take cuboid keycard from board,0.0,0,1,False,"belief=I'm in a shower with a board containing a cuboid keycard and | rule=I still don't know what raises the score, but I've ruled out"
f35a3c90,probe3_tw,25,6,examine board,0.0,0,1,False,"belief=I'm in a shower with a cuboid keycard, my next step is to ex | rule=I still don't know what raises the score, but I've ruled out"
f35a3c90,probe3_tw,25,7,examine mat,0.0,0,1,False,"belief=I'm in a shower with a cuboid keycard and a mat on the board | rule=I still don't know what raises the score, but I've ruled out"
f35a3c90,probe3_tw,25,8,examine gate,0.0,0,1,False,"belief=I'm in a shower with a cuboid keycard and a mat on the board | rule=I still don't know what raises the score, but I've ruled out"
f35a3c90,probe3_tw,25,9,go east,0.0,0,1,False,"belief=I'm in a shower with a cuboid keycard and a mat on the board | rule=I still don't know what raises the score, but I've ruled out"
f35a3c90,probe3_tw,25,10,examine cuboid safe,0.0,0,1,False,"belief=I'm in a studio with a cuboid keycard, a cuboid safe, and a  | rule=I still don't know what raises the score, but I've ruled out"
f35a3c90,probe3_tw,25,11,unlock cuboid safe with cuboid keycard,1.0,1,1,True,"belief=I'm in a studio with a cuboid keycard and a cuboid safe, my  | rule=I still don't know what raises the score, but I've ruled out"
f35a3c90,probe3_tw,26,0,close chest,0.0,0,1,False,"belief=I have just arrived and do not yet know the layout or the go | rule=unknown; I do not yet know what earns score, so I must disco | STUCK"
f35a3c90,probe3_tw,26,1,close gate,0.0,0,1,False,"belief=I have just arrived and do not yet know the layout or the go | rule=unknown, but trying different kinds of actions may help disc | STUCK"
f35a3c90,probe3_tw,26,2,examine chest,0.0,0,1,False,"belief=I have just arrived and do not yet know the layout or the go | rule=unknown, but trying different kinds of actions may help disc | STUCK"
f35a3c90,probe3_tw,26,3,examine gate,0.0,0,1,False,"belief=I have just arrived and do not yet know the layout or the go | rule=unknown, but trying different kinds of actions may help disc | STUCK"
f35a3c90,probe3_tw,26,4,go north,0.0,0,1,False,"belief=I'm stuck at the gate and need to try a different action to  | rule=I still don't know what raises the score, but I've ruled out | STUCK"
f35a3c90,probe3_tw,26,5,go south,0.0,0,1,False,"belief=I'm in a studio with an empty stand and an unblocked entranc | rule=I still don't know what raises the score, but I've started t"
f35a3c90,probe3_tw,26,6,open chest,0.0,0,1,False,"belief=I'm in a canteen with a closed chest and a closed gate. My n | rule=I still don't know what raises the score, but exploring the "
f35a3c90,probe3_tw,26,7,inventory,0.0,0,1,False,"belief=I've opened the chest, my next step is to examine its conten | rule=Exploring the environment and interacting with objects might"
f35a3c90,probe3_tw,26,8,examine chest,0.0,0,1,False,"belief=I've opened the chest, my next step is to examine its conten | rule=Exploring the environment and interacting with objects might"
f35a3c90,probe3_tw,26,9,look,0.0,0,1,False,"belief=I've opened the chest, my next step is to examine its conten | rule=Exploring the environment and interacting with objects might"
f35a3c90,probe3_tw,26,10,examine gate,0.0,0,1,False,belief=I've tried examining the chest and it's empty. The canteen a | rule=Exploring the environment and interacting with objects might
f35a3c90,probe3_tw,26,11,open gate,0.0,0,1,False,"belief=I've tried examining the gate and chest, and they didn't pro | rule=Exploring the environment, interacting with objects, and try"
f35a3c90,probe3_tw,26,12,close gate,0.0,0,1,False,belief=I've opened the gate and now I need to explore what's beyond | rule=Exploring new areas and interacting with the environment in  | STUCK
f35a3c90,probe3_tw,26,13,close chest,0.0,0,1,False,belief=I've closed the gate and now I need to explore what's beyond | rule=Exploring new areas and interacting with the environment in  | STUCK
