run_id,variant,task,variation,step,command,score,done,note
ed4be443,probe_sw,chemistry-mix,24,0,go kitchen,25,False,"belief=I am in a bathroom with various objects and a door | rule=doors can be used to move between rooms, and objec"
ed4be443,probe_sw,chemistry-mix,24,1,look around,25,False,"belief=I am in the kitchen with an orange in my inventory | rule=doors can be used to move between rooms, objects c"
ed4be443,probe_sw,chemistry-mix,24,2,open cupboard,25,False,"belief=I am in the kitchen with an orange in my inventory | rule=doors can be used to move between rooms, objects c"
ed4be443,probe_sw,chemistry-mix,24,3,look around,25,False,"belief=I am in the kitchen with an orange in my inventory | rule=doors can be used to move between rooms, objects c"
ed4be443,probe_sw,chemistry-mix,24,4,read instructions to make sugar water,33,False,"belief=I am in the kitchen with an orange in my inventory | rule=doors can be used to move between rooms, objects c"
ed4be443,probe_sw,chemistry-mix,24,5,look around,33,False,"belief=I am in the kitchen with an orange in my inventory | rule=doors can be used to move between rooms, objects c"
ed4be443,probe_sw,chemistry-mix,24,6,open fridge,33,False,"belief=I am in the kitchen with an orange in my inventory | rule=doors can be used to move between rooms, objects c"
ed4be443,probe_sw,chemistry-mix,24,7,look around,33,False,"belief=I am in the kitchen with an orange in my inventory | rule=doors can be used to move between rooms, objects c"
ed4be443,probe_sw,chemistry-mix,24,8,look around,33,False,"belief=I am in the kitchen with an orange in my inventory | rule=doors can be used to move between rooms, objects c"
ed4be443,probe_sw,chemistry-mix,24,9,look around,33,False,"belief=I am in the kitchen with an orange in my inventory | rule=doors can be used to move between rooms, objects c"
ed4be443,probe_sw,chemistry-mix,24,10,look around,33,False,"belief=I am in the kitchen with an orange in my inventory | rule=doors can be used to move between rooms, objects c"
ed4be443,probe_sw,chemistry-mix,24,11,read instructions,33,False,"belief=I am in the kitchen with an orange in my inventory | rule=possibly, the recipe must be read again to reveal  | EXPERIMENT"
ed4be443,probe_sw,chemistry-mix,24,12,look around,33,False,"belief=I am in the kitchen with an orange in my inventory | rule=possibly, the ingredients for sugar water are stor | EXPERIMENT"
