run_id,variant,game,seed,step,action,score,state,won,note
e1bdabd3,probe53_arc,complex_maze,0,0,ACTION1,0,GameState.NOT_FINISHED,False,mech=initial probing to understand action effects | dead=[] | EXPERIMENT
e1bdabd3,probe53_arc,complex_maze,0,1,ACTION2,0,GameState.NOT_FINISHED,False,mech=belief grounded in the ledger | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,2,ACTION1,0,GameState.NOT_FINISHED,False,mech=belief grounded in the ledger | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,3,ACTION3,0,GameState.NOT_FINISHED,False,mech=belief grounded in the ledger | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,4,ACTION1,0,GameState.NOT_FINISHED,False,mech=belief that ACTION1 can change a single cell and also trigge | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,5,ACTION1,0,GameState.NOT_FINISHED,False,mech=ACTION1 can change a single cell and also trigger a larger c | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,6,ACTION1,0,GameState.NOT_FINISHED,False,mech=ACTION1 can change a single cell and also trigger a larger c | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,7,ACTION1,0,GameState.NOT_FINISHED,False,mech=ACTION1 can change a single cell and also trigger a larger c | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,8,ACTION1,0,GameState.NOT_FINISHED,False,mech=ACTION1 can change a single cell and also trigger a larger c | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,9,ACTION1,0,GameState.NOT_FINISHED,False,mech=ACTION1 can change a single cell and also trigger a larger c | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,10,ACTION1,0,GameState.NOT_FINISHED,False,mech=ACTION1 can change a single cell and also trigger a larger c | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,11,ACTION1,0,GameState.NOT_FINISHED,False,mech=ACTION1 can change a single cell and also trigger a larger c | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,12,ACTION1,0,GameState.NOT_FINISHED,False,mech=ACTION1 can change a single cell and also trigger a larger c | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,13,ACTION1,0,GameState.NOT_FINISHED,False,mech=ACTION1 can change a single cell and also trigger a larger c | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,14,ACTION1,0,GameState.NOT_FINISHED,False,mech=ACTION1 can change a single cell and also trigger a larger c | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,15,ACTION1,0,GameState.NOT_FINISHED,False,mech=ACTION1 can change a single cell and also trigger a larger c | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,16,ACTION1,0,GameState.NOT_FINISHED,False,mech=ACTION1 can change a single cell and also trigger a larger c | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,17,ACTION1,0,GameState.NOT_FINISHED,False,mech=ACTION1 can change a single cell and also trigger a larger c | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,18,ACTION1,0,GameState.NOT_FINISHED,False,mech=ACTION1 can change a single cell and also trigger a larger c | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,19,ACTION1,0,GameState.NOT_FINISHED,False,mech=ACTION1 can change a single cell and also trigger a larger c | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,20,ACTION1,0,GameState.NOT_FINISHED,False,mech=ACTION1 can change a single cell and also trigger a larger c | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,21,ACTION1,0,GameState.NOT_FINISHED,False,mech=ACTION1 can change a single cell and also trigger a larger c | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,22,ACTION1,0,GameState.NOT_FINISHED,False,mech=ACTION1 can change a single cell and also trigger a larger c | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,23,ACTION1,0,GameState.NOT_FINISHED,False,mech=ACTION1 can change a single cell and also trigger a larger c | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,24,ACTION1,0,GameState.NOT_FINISHED,False,mech=ACTION1 can change a single cell and also trigger a larger c | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,25,ACTION1,0,GameState.NOT_FINISHED,False,mech=ACTION1 can change a single cell and also trigger a larger c | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,26,ACTION1,0,GameState.NOT_FINISHED,False,mech=ACTION1 can change a single cell and also trigger a larger c | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,27,ACTION1,0,GameState.NOT_FINISHED,False,mech=ACTION1 can change a single cell and also trigger a larger c | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,28,ACTION1,0,GameState.NOT_FINISHED,False,mech=ACTION1 can change a single cell and also trigger a larger c | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,29,ACTION1,0,GameState.NOT_FINISHED,False,mech=ACTION1 can change a single cell and also trigger a larger c | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,30,ACTION1,0,GameState.NOT_FINISHED,False,mech=ACTION1 can change a single cell and also trigger a larger c | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,31,ACTION1,0,GameState.NOT_FINISHED,False,mech=ACTION1 can change a single cell and also trigger a larger c | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,32,ACTION6,0,GameState.NOT_FINISHED,False,mech=belief grounded in the ledger | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,33,ACTION1,0,GameState.NOT_FINISHED,False,mech=belief grounded in the ledger | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,34,ACTION1,0,GameState.NOT_FINISHED,False,"mech=ACTION1 changes a single cell, ACTION6 changes a single cell | dead=[]"
e1bdabd3,probe53_arc,complex_maze,0,35,ACTION1,0,GameState.NOT_FINISHED,False,"mech=ACTION1 changes a single cell, ACTION6 changes a single cell | dead=[]"
e1bdabd3,probe53_arc,complex_maze,0,36,ACTION1,0,GameState.NOT_FINISHED,False,"mech=ACTION1 changes a single cell, ACTION6 changes a single cell | dead=[]"
e1bdabd3,probe53_arc,complex_maze,0,37,ACTION1,0,GameState.NOT_FINISHED,False,"mech=ACTION1 changes a single cell, ACTION6 changes a single cell | dead=[]"
e1bdabd3,probe53_arc,complex_maze,0,38,ACTION1,0,GameState.NOT_FINISHED,False,"mech=ACTION1 typically changes a single cell, but has changed 33  | dead=[]"
e1bdabd3,probe53_arc,complex_maze,0,39,ACTION1,0,GameState.NOT_FINISHED,False,"mech=ACTION1 typically changes a single cell, but has changed 33  | dead=[]"
e1bdabd3,probe53_arc,complex_maze,0,40,ACTION1,0,GameState.NOT_FINISHED,False,"mech=ACTION1 typically changes a single cell, but has changed 33  | dead=[]"
e1bdabd3,probe53_arc,complex_maze,0,41,ACTION1,0,GameState.NOT_FINISHED,False,"mech=ACTION1 typically changes a single cell, but has changed 33  | dead=[]"
e1bdabd3,probe53_arc,complex_maze,0,42,ACTION1,0,GameState.NOT_FINISHED,False,"mech=ACTION1 typically changes a single cell, but has changed 33  | dead=[]"
e1bdabd3,probe53_arc,complex_maze,0,43,ACTION1,0,GameState.NOT_FINISHED,False,"mech=ACTION1 typically changes a single cell, but has changed 33  | dead=[]"
e1bdabd3,probe53_arc,complex_maze,0,44,ACTION1,0,GameState.NOT_FINISHED,False,"mech=ACTION1 typically changes a single cell, ACTION6 changes a s | dead=[]"
e1bdabd3,probe53_arc,complex_maze,0,45,ACTION1,0,GameState.NOT_FINISHED,False,"mech=ACTION1 typically changes a single cell, ACTION6 changes a s | dead=[]"
e1bdabd3,probe53_arc,complex_maze,0,46,ACTION1,0,GameState.NOT_FINISHED,False,"mech=ACTION1 typically changes a single cell, ACTION6 changes a s | dead=[]"
e1bdabd3,probe53_arc,complex_maze,0,47,ACTION1,0,GameState.NOT_FINISHED,False,mech=belief grounded in the ledger | dead=[]
e1bdabd3,probe53_arc,complex_maze,0,48,ACTION1,0,GameState.NOT_FINISHED,False,"mech=belief grounded in the ledger, ACTION1 changes a single cell | dead=[]"
e1bdabd3,probe53_arc,complex_maze,0,49,ACTION1,0,GameState.NOT_FINISHED,False,"mech=belief grounded in the ledger, ACTION1 changes a single cell | dead=[]"
e1bdabd3,probe53_arc,complex_maze,0,50,ACTION1,0,GameState.NOT_FINISHED,False,"mech=belief grounded in the ledger, ACTION1 changes a single cell | dead=[]"
